Activity,% Wrong,Timing
Δραστηριότητα 1,0.0,103
Δραστηριότητα 1,0.0,124
Δραστηριότητα 1,0.0,131
Δραστηριότητα 1,100.0,245
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,100.0,16
Δραστηριότητα 2,100.0,10
Δραστηριότητα 2,0.0,87
Δραστηριότητα 2,0.0,77
Δραστηριότητα 2,100.0,26
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,100.0,5
Δραστηριότητα 2,100.0,30
Δραστηριότητα 2,0.0,23
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,100.0,94
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,100.0,39
Δραστηριότητα 2,100.0,24
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,0.0,98
Δραστηριότητα 2,0.0,107
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,100.0,52
Δραστηριότητα 2,0.0,28
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,0.0,50
Δραστηριότητα 2,100.0,25
Δραστηριότητα 2,100.0,57
Δραστηριότητα 2,100.0,10
Δραστηριότητα 2,0.0,47
Δραστηριότητα 2,0.0,42
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,0.0,18
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,100.0,28
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,100.0,18
Δραστηριότητα 2,0.0,80
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,100.0,111
Δραστηριότητα 2,0.0,18
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,21
Δραστηριότητα 2,100.0,38
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,0.0,29
Δραστηριότητα 2,0.0,309
Δραστηριότητα 2,100.0,29
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,9
Δραστηριότητα 2,0.0,43
Δραστηριότητα 2,0.0,76
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,47
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,0.0,21
Δραστηριότητα 2,100.0,12
Δραστηριότητα 2,100.0,19
Δραστηριότητα 2,0.0,67
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,19
Δραστηριότητα 2,100.0,33
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,100.0,58
Δραστηριότητα 2,100.0,40
Δραστηριότητα 2,100.0,21
Δραστηριότητα 2,100.0,12
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,66
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,16
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,100.0,58
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,100.0,43
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,0.0,36
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,100.0,23
Δραστηριότητα 2,0.0,42
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,0.0,7
Δραστηριότητα 2,0.0,46
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,7
Δραστηριότητα 2,100.0,53
Δραστηριότητα 2,100.0,25
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,0.0,28
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,100.0,20
Δραστηριότητα 2,0.0,116
Δραστηριότητα 2,0.0,17
Δραστηριότητα 2,0.0,145
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,100.0,53
Δραστηριότητα 2,0.0,76
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,0.0,19
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,100.0,10
Δραστηριότητα 2,0.0,21
Δραστηριότητα 2,100.0,53
Δραστηριότητα 2,100.0,21
Δραστηριότητα 2,100.0,308
Δραστηριότητα 2,0.0,23
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,0.0,23
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,100.0,89
Δραστηριότητα 2,0.0,25
Δραστηριότητα 2,100.0,45
Δραστηριότητα 2,100.0,28
Δραστηριότητα 2,0.0,42
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,100.0,61
Δραστηριότητα 2,100.0,15
Δραστηριότητα 2,100.0,59
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,100.0,70
Δραστηριότητα 2,0.0,38
Δραστηριότητα 2,100.0,23
Δραστηριότητα 2,100.0,70
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,100.0,26
Δραστηριότητα 2,0.0,21
Δραστηριότητα 2,100.0,65
Δραστηριότητα 2,100.0,36
Δραστηριότητα 2,100.0,83
Δραστηριότητα 2,100.0,64
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,100.0,42
Δραστηριότητα 2,100.0,26
Δραστηριότητα 2,100.0,23
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,100.0,43
Δραστηριότητα 2,100.0,32
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,100.0,37
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,177
Δραστηριότητα 2,0.0,32
Δραστηριότητα 2,0.0,82
Δραστηριότητα 2,0.0,71
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,100.0,20
Δραστηριότητα 2,0.0,191
Δραστηριότητα 2,100.0,22
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,100.0,42
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,100.0,29
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,0.0,59
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,100.0,56
Δραστηριότητα 2,100.0,20
Δραστηριότητα 2,0.0,38
Δραστηριότητα 2,100.0,29
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,0.0,25
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,100.0,22
Δραστηριότητα 2,100.0,17
Δραστηριότητα 2,0.0,23
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,0.0,19
Δραστηριότητα 2,100.0,34
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,100.0,24
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,100.0,39
Δραστηριότητα 2,100.0,35
Δραστηριότητα 2,100.0,17
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,100.0,10
Δραστηριότητα 2,100.0,89
Δραστηριότητα 2,100.0,30
Δραστηριότητα 2,0.0,171
Δραστηριότητα 2,100.0,20
Δραστηριότητα 2,0.0,63
Δραστηριότητα 2,0.0,19
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,0.0,19
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,100.0,53
Δραστηριότητα 2,0.0,70
Δραστηριότητα 2,100.0,28
Δραστηριότητα 2,0.0,26
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,100.0,12
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,0.0,90
Δραστηριότητα 2,0.0,18
Δραστηριότητα 2,0.0,21
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,0.0,31
Δραστηριότητα 2,100.0,30
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,100.0,15
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,100.0,26
Δραστηριότητα 2,0.0,25
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,68
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,43
Δραστηριότητα 2,0.0,44
Δραστηριότητα 2,0.0,36
Δραστηριότητα 2,0.0,49
Δραστηριότητα 2,100.0,56
Δραστηριότητα 2,0.0,19
Δραστηριότητα 2,0.0,42
Δραστηριότητα 2,100.0,18
Δραστηριότητα 2,100.0,18
Δραστηριότητα 2,100.0,17
Δραστηριότητα 2,0.0,32
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,0.0,159
Δραστηριότητα 2,100.0,87
Δραστηριότητα 2,100.0,96
Δραστηριότητα 2,100.0,54
Δραστηριότητα 2,0.0,16
Δραστηριότητα 2,100.0,19
Δραστηριότητα 2,0.0,28
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,25
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,0.0,37
Δραστηριότητα 2,0.0,74
Δραστηριότητα 2,0.0,40
Δραστηριότητα 2,0.0,98
Δραστηριότητα 2,0.0,59
Δραστηριότητα 2,100.0,44
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,29
Δραστηριότητα 2,100.0,41
Δραστηριότητα 2,0.0,16
Δραστηριότητα 2,100.0,9
Δραστηριότητα 2,100.0,63
Δραστηριότητα 2,100.0,4
Δραστηριότητα 2,0.0,292
Δραστηριότητα 2,100.0,9
Δραστηριότητα 2,100.0,23
Δραστηριότητα 2,100.0,5
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,100.0,92
Δραστηριότητα 2,0.0,29
Δραστηριότητα 2,100.0,19
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,172
Δραστηριότητα 2,0.0,58
Δραστηριότητα 2,100.0,112
Δραστηριότητα 2,100.0,155
Δραστηριότητα 2,100.0,40
Δραστηριότητα 2,0.0,32
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,100.0,25
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,29
Δραστηριότητα 2,100.0,16
Δραστηριότητα 2,0.0,41
Δραστηριότητα 2,100.0,52
Δραστηριότητα 2,0.0,44
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,71
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,0.0,20
Δραστηριότητα 2,0.0,18
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,100.0,7
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,33
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,100.0,17
Δραστηριότητα 2,100.0,14
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,0.0,44
Δραστηριότητα 2,100.0,31
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,44
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,100.0,32
Δραστηριότητα 2,100.0,30
Δραστηριότητα 2,0.0,9
Δραστηριότητα 2,0.0,7
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,100.0,65
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,52
Δραστηριότητα 2,0.0,44
Δραστηριότητα 2,100.0,50
Δραστηριότητα 2,100.0,31
Δραστηριότητα 2,0.0,43
Δραστηριότητα 2,0.0,18
Δραστηριότητα 2,100.0,91
Δραστηριότητα 2,0.0,22
Δραστηριότητα 2,0.0,25
Δραστηριότητα 2,100.0,23
Δραστηριότητα 2,0.0,34
Δραστηριότητα 2,100.0,68
Δραστηριότητα 2,0.0,9
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,100.0,7
Δραστηριότητα 2,100.0,10
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,100.0,29
Δραστηριότητα 2,100.0,7
Δραστηριότητα 2,100.0,30
Δραστηριότητα 2,100.0,16
Δραστηριότητα 2,100.0,12
Δραστηριότητα 2,100.0,10
Δραστηριότητα 2,0.0,23
Δραστηριότητα 2,0.0,12
Δραστηριότητα 2,0.0,42
Δραστηριότητα 2,0.0,9
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,0.0,17
Δραστηριότητα 2,0.0,14
Δραστηριότητα 2,100.0,8
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,0.0,13
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,100.0,9
Δραστηριότητα 2,0.0,31
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,100.0,12
Δραστηριότητα 2,0.0,60
Δραστηριότητα 2,100.0,5
Δραστηριότητα 2,100.0,9
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,0.0,10
Δραστηριότητα 2,0.0,7
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,100.0,24
Δραστηριότητα 2,0.0,28
Δραστηριότητα 2,0.0,18
Δραστηριότητα 2,0.0,15
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,100.0,24
Δραστηριότητα 2,0.0,17
Δραστηριότητα 2,0.0,29
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,41
Δραστηριότητα 2,100.0,64
Δραστηριότητα 2,0.0,46
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,0.0,34
Δραστηριότητα 2,0.0,9
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,100.0,6
Δραστηριότητα 2,0.0,52
Δραστηριότητα 2,0.0,25
Δραστηριότητα 2,0.0,16
Δραστηριότητα 2,0.0,43
Δραστηριότητα 2,100.0,51
Δραστηριότητα 2,100.0,13
Δραστηριότητα 2,0.0,5
Δραστηριότητα 2,0.0,9
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,23
Δραστηριότητα 2,0.0,7
Δραστηριότητα 2,100.0,21
Δραστηριότητα 2,100.0,15
Δραστηριότητα 2,100.0,22
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,27
Δραστηριότητα 2,100.0,18
Δραστηριότητα 2,0.0,6
Δραστηριότητα 2,0.0,16
Δραστηριότητα 2,0.0,11
Δραστηριότητα 2,0.0,47
Δραστηριότητα 2,0.0,38
Δραστηριότητα 2,100.0,11
Δραστηριότητα 2,0.0,24
Δραστηριότητα 2,100.0,32
Δραστηριότητα 2,100.0,28
Δραστηριότητα 2,0.0,8
Δραστηριότητα 2,0.0,30
Δραστηριότητα 2,100.0,21
Δραστηριότητα 2,100.0,18
Δραστηριότητα 2,100.0,16
Δραστηριότητα 2,100.0,12
Δραστηριότητα 2,0.0,49
Δραστηριότητα 2,0.0,36
Δραστηριότητα 2,0.0,38
Δραστηριότητα 2,100.0,35
Δραστηριότητα 2,100.0,42
